Date,Time,Item,Quantity,Unit Price,Total Price,Payment Method,Staff
2025-05-17,14:58,Veggie Supreme,4,8.49,33.96,Cash,Taylor
2025-05-29,14:19,Pepperoni,5,8.99,44.95,Card,Jess
2025-05-25,12:45,Choco Lava Cake,2,3.49,6.98,Cash,Chris
2025-05-29,15:42,Stuffed Crust,3,9.99,29.97,Cash,Taylor
2025-05-22,18:11,BBQ Chicken,4,9.49,37.96,Online Payment,Taylor
2025-05-22,20:46,Cheese Burst,4,7.99,31.96,Cash,Sam
2025-05-26,20:35,Hawaiian,3,8.99,26.97,Card,Alex
2025-05-06,20:55,Margherita,1,6.99,6.99,Card,Jess
2025-05-03,16:48,Garlic Bread,4,4.99,19.96,Card,Chris
2025-05-25,10:28,Veggie Supreme,2,8.49,16.98,Card,Chris
2025-05-03,22:56,Cheese Burst,5,7.99,39.95,Card,Jess
2025-05-31,17:14,Veggie Supreme,4,8.49,33.96,Card,Sam
2025-05-26,15:36,Hawaiian,3,8.99,26.97,Cash,Sam
2025-05-10,22:13,Garlic Bread,5,4.99,24.95,Cash,Alex
2025-05-15,14:27,Garlic Bread,1,4.99,4.99,Cash,Taylor
2025-05-16,18:35,Garlic Bread,4,4.99,19.96,Cash,Alex
2025-05-07,22:11,Chicken Wings,3,5.99,17.97,Card,Sam
2025-05-08,11:25,BBQ Chicken,4,9.49,37.96,Card,Jess
2025-05-06,18:59,Margherita,5,6.99,34.95,Online Payment,Alex
2025-05-23,15:08,Pepperoni,2,8.99,17.98,Card,Sam
2025-05-28,17:07,Stuffed Crust,3,9.99,29.97,Cash,Alex
2025-05-08,18:56,Choco Lava Cake,2,3.49,6.98,Cash,Sam
2025-05-21,12:56,Choco Lava Cake,5,3.49,17.45,Online Payment,Chris
2025-05-12,16:04,Margherita,2,6.99,13.98,Cash,Jess
2025-05-02,11:58,Soft Drink,1,1.99,1.99,Cash,Taylor
2025-05-14,12:50,Garlic Bread,3,4.99,14.97,Cash,Taylor
2025-05-01,12:28,Tandoori Paneer,4,9.25,37.0,Cash,Taylor
2025-05-10,18:54,Stuffed Crust,3,9.99,29.97,Online Payment,Chris
2025-05-11,22:03,Chicken Wings,4,5.99,23.96,Card,Chris
2025-05-21,20:58,Margherita,1,6.99,6.99,Card,Taylor
2025-05-04,15:10,Veggie Supreme,3,8.49,25.47,Cash,Alex
2025-05-10,12:29,Stuffed Crust,2,9.99,19.98,Online Payment,Alex
2025-05-25,18:07,Margherita,5,6.99,34.95,Online Payment,Sam
2025-05-13,19:20,Veggie Supreme,2,8.49,16.98,Cash,Jess
2025-05-26,10:02,BBQ Chicken,1,9.49,9.49,Card,Chris
2025-05-12,18:36,Veggie Supreme,5,8.49,42.45,Online Payment,Alex
2025-05-25,14:20,Tandoori Paneer,4,9.25,37.0,Cash,Jess
2025-05-29,18:14,Soft Drink,5,1.99,9.95,Online Payment,Alex
2025-05-12,21:34,Tandoori Paneer,1,9.25,9.25,Cash,Sam
2025-05-18,14:42,Chicken Wings,5,5.99,29.95,Card,Jess
2025-05-01,20:04,Choco Lava Cake,4,3.49,13.96,Online Payment,Jess
2025-05-21,21:33,BBQ Chicken,2,9.49,18.98,Card,Taylor
2025-05-29,17:04,Margherita,1,6.99,6.99,Card,Chris
2025-05-22,12:28,BBQ Chicken,1,9.49,9.49,Card,Sam
2025-05-12,11:14,BBQ Chicken,1,9.49,9.49,Online Payment,Sam
2025-05-11,17:48,BBQ Chicken,4,9.49,37.96,Cash,Chris
2025-05-08,19:01,Soft Drink,4,1.99,7.96,Card,Alex
2025-05-11,21:50,Garlic Bread,1,4.99,4.99,Card,Chris
2025-05-19,20:23,Cheese Burst,3,7.99,23.97,Online Payment,Chris
2025-05-13,17:08,Veggie Supreme,3,8.49,25.47,Card,Alex
2025-05-30,19:05,Pepperoni,2,8.99,17.98,Cash,Jess
2025-05-30,22:31,BBQ Chicken,5,9.49,47.45,Card,Taylor
2025-05-11,11:54,Pepperoni,4,8.99,35.96,Card,Chris
2025-05-07,18:09,Stuffed Crust,1,9.99,9.99,Card,Chris
2025-05-11,10:08,Garlic Bread,3,4.99,14.97,Cash,Jess
2025-05-12,20:50,Pepperoni,1,8.99,8.99,Cash,Jess
2025-05-28,20:30,Margherita,5,6.99,34.95,Cash,Alex
2025-05-29,18:02,BBQ Chicken,5,9.49,47.45,Online Payment,Sam
2025-05-08,14:40,Chicken Wings,1,5.99,5.99,Card,Alex
2025-05-09,12:41,Hawaiian,5,8.99,44.95,Card,Jess
2025-05-07,13:32,Cheese Burst,1,7.99,7.99,Online Payment,Taylor
2025-05-02,16:25,Soft Drink,5,1.99,9.95,Cash,Jess
2025-05-05,12:37,Soft Drink,3,1.99,5.97,Cash,Taylor
2025-05-01,10:43,Stuffed Crust,2,9.99,19.98,Card,Taylor
2025-05-06,13:03,Stuffed Crust,3,9.99,29.97,Card,Alex
2025-05-25,15:57,Garlic Bread,3,4.99,14.97,Online Payment,Chris
2025-05-30,18:17,Cheese Burst,5,7.99,39.95,Card,Chris
2025-05-04,22:46,Hawaiian,3,8.99,26.97,Card,Alex
2025-05-16,18:57,Cheese Burst,3,7.99,23.97,Card,Alex
2025-05-04,14:28,Pepperoni,4,8.99,35.96,Online Payment,Alex
2025-05-18,14:51,Soft Drink,5,1.99,9.95,Online Payment,Chris
2025-05-02,19:32,Hawaiian,3,8.99,26.97,Cash,Sam
2025-05-27,22:50,Margherita,2,6.99,13.98,Cash,Jess
2025-05-03,19:29,Margherita,3,6.99,20.97,Online Payment,Alex
2025-05-31,15:03,Hawaiian,2,8.99,17.98,Online Payment,Jess
2025-05-11,11:52,Soft Drink,3,1.99,5.97,Online Payment,Sam
2025-05-26,22:29,Soft Drink,1,1.99,1.99,Online Payment,Alex
2025-05-09,16:41,BBQ Chicken,1,9.49,9.49,Card,Sam
2025-05-24,19:59,Margherita,1,6.99,6.99,Card,Alex
2025-05-11,15:24,Veggie Supreme,1,8.49,8.49,Cash,Chris
2025-05-17,11:12,Hawaiian,4,8.99,35.96,Online Payment,Taylor
2025-05-16,19:03,Choco Lava Cake,5,3.49,17.45,Online Payment,Sam
2025-05-07,19:30,Hawaiian,1,8.99,8.99,Cash,Chris
2025-05-31,15:44,Cheese Burst,1,7.99,7.99,Online Payment,Chris
2025-05-03,19:58,Veggie Supreme,4,8.49,33.96,Cash,Jess
2025-05-21,22:44,Chicken Wings,4,5.99,23.96,Cash,Taylor
2025-05-26,20:03,BBQ Chicken,2,9.49,18.98,Card,Sam
2025-05-02,20:11,Choco Lava Cake,2,3.49,6.98,Online Payment,Alex
2025-05-14,21:27,Chicken Wings,4,5.99,23.96,Online Payment,Alex
2025-05-15,22:30,Chicken Wings,3,5.99,17.97,Cash,Sam
2025-05-09,19:44,Margherita,2,6.99,13.98,Card,Taylor
2025-05-17,22:01,Tandoori Paneer,5,9.25,46.25,Card,Chris
2025-05-04,13:08,Chicken Wings,3,5.99,17.97,Cash,Sam
2025-05-20,13:52,Choco Lava Cake,1,3.49,3.49,Online Payment,Sam
2025-05-27,11:44,Garlic Bread,3,4.99,14.97,Online Payment,Taylor
2025-05-29,22:54,Stuffed Crust,3,9.99,29.97,Card,Sam
2025-05-07,15:44,Cheese Burst,3,7.99,23.97,Card,Alex
2025-05-07,13:31,Tandoori Paneer,1,9.25,9.25,Cash,Taylor
2025-05-23,13:57,Pepperoni,3,8.99,26.97,Online Payment,Jess
2025-05-12,10:42,Tandoori Paneer,5,9.25,46.25,Cash,Jess
2025-05-06,20:08,Veggie Supreme,5,8.49,42.45,Online Payment,Sam
2025-05-18,10:21,Garlic Bread,5,4.99,24.95,Online Payment,Sam
2025-05-19,20:48,Margherita,3,6.99,20.97,Card,Alex
2025-05-30,10:14,Hawaiian,1,8.99,8.99,Online Payment,Jess
2025-05-14,22:48,Stuffed Crust,1,9.99,9.99,Cash,Alex
2025-05-27,17:44,Chicken Wings,3,5.99,17.97,Cash,Chris
2025-05-07,18:21,Soft Drink,1,1.99,1.99,Cash,Taylor
2025-05-14,18:26,Soft Drink,2,1.99,3.98,Online Payment,Taylor
2025-05-18,21:53,Margherita,3,6.99,20.97,Card,Alex
2025-05-20,14:31,Soft Drink,2,1.99,3.98,Online Payment,Taylor
2025-05-15,20:49,Chicken Wings,5,5.99,29.95,Cash,Jess
2025-05-22,10:49,Chicken Wings,2,5.99,11.98,Card,Chris
2025-05-29,17:15,Chicken Wings,5,5.99,29.95,Online Payment,Taylor
2025-05-12,13:32,Garlic Bread,5,4.99,24.95,Online Payment,Chris
2025-05-17,17:31,Choco Lava Cake,5,3.49,17.45,Card,Sam
2025-05-17,11:21,Cheese Burst,4,7.99,31.96,Cash,Sam
2025-05-05,13:26,Hawaiian,3,8.99,26.97,Cash,Sam
2025-05-01,19:15,Chicken Wings,4,5.99,23.96,Online Payment,Alex
2025-05-21,21:12,Veggie Supreme,5,8.49,42.45,Cash,Alex
2025-05-08,12:48,Hawaiian,3,8.99,26.97,Card,Alex
2025-05-11,19:50,BBQ Chicken,3,9.49,28.47,Online Payment,Taylor
2025-05-21,20:24,Garlic Bread,4,4.99,19.96,Card,Alex
2025-05-02,22:39,Hawaiian,5,8.99,44.95,Card,Alex
2025-05-26,10:56,Garlic Bread,1,4.99,4.99,Online Payment,Alex
2025-05-11,13:50,Hawaiian,3,8.99,26.97,Cash,Alex
2025-05-10,22:11,Cheese Burst,5,7.99,39.95,Card,Taylor
2025-05-17,10:48,Choco Lava Cake,1,3.49,3.49,Card,Alex
2025-05-04,21:15,Soft Drink,5,1.99,9.95,Online Payment,Jess
2025-05-06,19:04,Tandoori Paneer,1,9.25,9.25,Card,Taylor
2025-05-01,21:21,Soft Drink,3,1.99,5.97,Cash,Alex
2025-05-04,15:41,Hawaiian,2,8.99,17.98,Cash,Chris
2025-05-25,13:07,Tandoori Paneer,5,9.25,46.25,Online Payment,Sam
2025-05-30,22:50,Margherita,1,6.99,6.99,Card,Taylor
2025-05-29,12:05,Hawaiian,3,8.99,26.97,Card,Taylor
2025-05-12,10:41,Pepperoni,1,8.99,8.99,Cash,Chris
2025-05-11,16:34,Hawaiian,4,8.99,35.96,Cash,Taylor
2025-05-15,18:02,Choco Lava Cake,5,3.49,17.45,Cash,Jess
2025-05-14,17:44,Choco Lava Cake,2,3.49,6.98,Online Payment,Chris
2025-05-03,10:39,Pepperoni,5,8.99,44.95,Online Payment,Alex
2025-05-26,17:13,Soft Drink,2,1.99,3.98,Card,Chris
2025-05-05,17:24,Garlic Bread,2,4.99,9.98,Cash,Sam
2025-05-26,20:04,BBQ Chicken,3,9.49,28.47,Online Payment,Taylor
2025-05-14,22:57,Cheese Burst,3,7.99,23.97,Online Payment,Taylor
2025-05-29,18:36,Garlic Bread,2,4.99,9.98,Cash,Jess
2025-05-01,12:41,Pepperoni,3,8.99,26.97,Online Payment,Alex
2025-05-21,19:55,Hawaiian,2,8.99,17.98,Card,Sam
2025-05-30,22:51,Veggie Supreme,2,8.49,16.98,Online Payment,Taylor
2025-05-11,17:58,Soft Drink,5,1.99,9.95,Card,Jess
2025-05-19,20:12,Margherita,2,6.99,13.98,Card,Jess
2025-05-05,18:20,Pepperoni,4,8.99,35.96,Cash,Jess
2025-05-10,15:07,BBQ Chicken,5,9.49,47.45,Card,Jess
2025-05-16,22:26,Soft Drink,3,1.99,5.97,Online Payment,Alex
2025-05-09,13:51,Veggie Supreme,2,8.49,16.98,Online Payment,Chris
2025-05-12,21:10,Stuffed Crust,5,9.99,49.95,Online Payment,Taylor
2025-05-18,16:44,Choco Lava Cake,4,3.49,13.96,Online Payment,Chris
2025-05-17,16:04,Chicken Wings,4,5.99,23.96,Card,Alex
2025-05-12,15:27,Veggie Supreme,3,8.49,25.47,Online Payment,Taylor
2025-05-24,11:42,Hawaiian,1,8.99,8.99,Online Payment,Chris
2025-05-24,17:12,Garlic Bread,4,4.99,19.96,Card,Jess
2025-05-20,10:01,Cheese Burst,2,7.99,15.98,Online Payment,Taylor
2025-05-06,10:35,Tandoori Paneer,3,9.25,27.75,Cash,Jess
2025-05-26,19:07,Tandoori Paneer,5,9.25,46.25,Cash,Chris
2025-05-19,12:01,Cheese Burst,5,7.99,39.95,Cash,Jess
2025-05-16,21:25,Garlic Bread,1,4.99,4.99,Online Payment,Sam
2025-05-11,16:54,Pepperoni,5,8.99,44.95,Card,Jess
2025-05-13,16:59,Tandoori Paneer,2,9.25,18.5,Online Payment,Jess
2025-05-30,19:05,Pepperoni,5,8.99,44.95,Online Payment,Chris
2025-05-28,21:50,Margherita,3,6.99,20.97,Card,Taylor
2025-05-11,10:46,Stuffed Crust,2,9.99,19.98,Card,Chris
2025-05-28,15:49,Tandoori Paneer,3,9.25,27.75,Cash,Alex
2025-05-16,13:04,Hawaiian,5,8.99,44.95,Online Payment,Sam
2025-05-12,19:04,Hawaiian,2,8.99,17.98,Card,Jess
2025-05-18,14:05,Veggie Supreme,5,8.49,42.45,Online Payment,Jess
2025-05-24,19:40,Pepperoni,3,8.99,26.97,Cash,Chris
2025-05-21,15:11,Hawaiian,2,8.99,17.98,Card,Alex
2025-05-12,15:37,Soft Drink,3,1.99,5.97,Card,Alex
2025-05-18,20:20,Stuffed Crust,2,9.99,19.98,Card,Taylor
2025-05-10,10:17,Veggie Supreme,4,8.49,33.96,Card,Chris
2025-05-16,11:24,Margherita,2,6.99,13.98,Cash,Alex
2025-05-21,22:12,Margherita,3,6.99,20.97,Card,Jess
2025-05-11,10:23,Veggie Supreme,2,8.49,16.98,Card,Sam
2025-05-21,16:37,Chicken Wings,2,5.99,11.98,Card,Taylor
2025-05-31,22:26,Veggie Supreme,3,8.49,25.47,Online Payment,Alex
2025-05-08,15:35,Chicken Wings,5,5.99,29.95,Card,Taylor
2025-05-18,18:36,Tandoori Paneer,1,9.25,9.25,Card,Chris
2025-05-10,10:27,Hawaiian,3,8.99,26.97,Online Payment,Chris
2025-05-12,10:56,Chicken Wings,5,5.99,29.95,Cash,Taylor
2025-05-09,17:30,Hawaiian,5,8.99,44.95,Card,Jess
2025-05-31,10:40,Garlic Bread,3,4.99,14.97,Online Payment,Alex
2025-05-23,10:05,Chicken Wings,3,5.99,17.97,Online Payment,Taylor
2025-05-25,18:42,Hawaiian,5,8.99,44.95,Online Payment,Sam
2025-05-19,16:09,Veggie Supreme,4,8.49,33.96,Online Payment,Taylor
2025-05-09,18:30,Chicken Wings,2,5.99,11.98,Online Payment,Sam
2025-05-29,10:24,Choco Lava Cake,1,3.49,3.49,Card,Taylor
2025-05-25,14:37,Tandoori Paneer,1,9.25,9.25,Card,Jess
2025-05-21,10:49,Garlic Bread,5,4.99,24.95,Card,Sam
2025-05-24,10:42,Pepperoni,3,8.99,26.97,Cash,Taylor
2025-05-25,22:51,Soft Drink,3,1.99,5.97,Online Payment,Sam
2025-05-27,13:16,BBQ Chicken,3,9.49,28.47,Cash,Jess
2025-05-27,21:24,Veggie Supreme,4,8.49,33.96,Card,Sam
2025-05-06,19:54,Cheese Burst,5,7.99,39.95,Card,Chris
2025-05-28,12:51,Stuffed Crust,4,9.99,39.96,Card,Jess
2025-05-17,17:46,BBQ Chicken,2,9.49,18.98,Card,Chris
2025-05-17,12:22,Choco Lava Cake,2,3.49,6.98,Card,Jess
2025-05-11,19:22,BBQ Chicken,1,9.49,9.49,Online Payment,Chris
2025-05-02,15:57,Hawaiian,3,8.99,26.97,Cash,Jess
2025-05-19,20:05,Tandoori Paneer,2,9.25,18.5,Card,Sam
2025-05-23,17:19,Margherita,2,6.99,13.98,Cash,Jess
2025-05-29,20:01,Chicken Wings,1,5.99,5.99,Online Payment,Alex
2025-05-31,20:40,Pepperoni,1,8.99,8.99,Online Payment,Taylor
2025-05-04,19:37,Tandoori Paneer,2,9.25,18.5,Online Payment,Taylor
2025-05-18,20:13,Pepperoni,1,8.99,8.99,Online Payment,Chris
2025-05-14,14:49,Garlic Bread,5,4.99,24.95,Cash,Taylor
2025-05-19,10:33,Hawaiian,5,8.99,44.95,Online Payment,Taylor
2025-05-25,20:55,Choco Lava Cake,3,3.49,10.47,Card,Sam
2025-05-12,15:57,Cheese Burst,2,7.99,15.98,Online Payment,Sam
2025-05-31,16:11,Choco Lava Cake,5,3.49,17.45,Online Payment,Sam
2025-05-27,15:34,Soft Drink,2,1.99,3.98,Cash,Jess
2025-05-26,14:55,Veggie Supreme,2,8.49,16.98,Online Payment,Sam
2025-05-21,12:52,Soft Drink,5,1.99,9.95,Card,Jess
2025-05-22,18:34,Choco Lava Cake,5,3.49,17.45,Cash,Sam
2025-05-19,17:04,Margherita,3,6.99,20.97,Online Payment,Sam
2025-05-03,15:54,Margherita,5,6.99,34.95,Cash,Taylor
2025-05-04,14:20,BBQ Chicken,4,9.49,37.96,Cash,Taylor
2025-05-19,17:52,Tandoori Paneer,5,9.25,46.25,Cash,Sam
2025-05-14,12:41,Veggie Supreme,1,8.49,8.49,Cash,Jess
2025-05-12,21:32,Cheese Burst,2,7.99,15.98,Cash,Taylor
2025-05-24,15:49,Soft Drink,5,1.99,9.95,Cash,Chris
2025-05-17,21:27,Hawaiian,2,8.99,17.98,Cash,Taylor
2025-05-12,16:51,Stuffed Crust,3,9.99,29.97,Online Payment,Alex
2025-05-27,11:25,Margherita,4,6.99,27.96,Online Payment,Taylor
2025-05-04,18:57,Choco Lava Cake,4,3.49,13.96,Online Payment,Taylor
2025-05-17,13:37,Garlic Bread,2,4.99,9.98,Card,Chris
2025-05-08,21:46,Stuffed Crust,3,9.99,29.97,Cash,Jess
2025-05-17,11:56,Stuffed Crust,2,9.99,19.98,Card,Alex
2025-05-31,21:42,Stuffed Crust,1,9.99,9.99,Online Payment,Alex
2025-05-13,19:10,Pepperoni,4,8.99,35.96,Card,Sam
2025-05-28,18:19,Margherita,3,6.99,20.97,Cash,Jess
2025-05-25,11:02,Garlic Bread,2,4.99,9.98,Card,Chris
2025-05-18,13:54,Choco Lava Cake,2,3.49,6.98,Cash,Sam
2025-05-21,10:58,Stuffed Crust,1,9.99,9.99,Online Payment,Alex
2025-05-27,10:37,Pepperoni,5,8.99,44.95,Online Payment,Chris
2025-05-28,19:12,Choco Lava Cake,3,3.49,10.47,Cash,Taylor
2025-05-23,13:52,Garlic Bread,1,4.99,4.99,Cash,Alex
2025-05-03,21:51,Stuffed Crust,4,9.99,39.96,Online Payment,Jess
2025-05-18,18:35,Chicken Wings,4,5.99,23.96,Card,Alex
2025-05-27,20:40,Stuffed Crust,3,9.99,29.97,Cash,Sam
2025-05-01,19:29,Cheese Burst,2,7.99,15.98,Online Payment,Taylor
2025-05-05,22:47,Hawaiian,2,8.99,17.98,Online Payment,Jess
2025-05-07,10:48,Margherita,2,6.99,13.98,Cash,Taylor
2025-05-09,22:51,Soft Drink,2,1.99,3.98,Online Payment,Chris
2025-05-05,19:34,Soft Drink,5,1.99,9.95,Online Payment,Jess
2025-05-30,21:35,Choco Lava Cake,5,3.49,17.45,Cash,Chris
2025-05-10,22:08,Pepperoni,2,8.99,17.98,Online Payment,Chris
2025-05-27,19:32,Soft Drink,3,1.99,5.97,Cash,Chris
2025-05-20,19:54,Veggie Supreme,4,8.49,33.96,Card,Jess
2025-05-17,17:02,Veggie Supreme,1,8.49,8.49,Online Payment,Sam
2025-05-30,13:17,Tandoori Paneer,1,9.25,9.25,Cash,Alex
2025-05-12,17:28,Margherita,5,6.99,34.95,Card,Alex
2025-05-18,15:52,Hawaiian,3,8.99,26.97,Online Payment,Chris
2025-05-27,20:50,Hawaiian,4,8.99,35.96,Card,Alex
2025-05-06,16:41,Pepperoni,3,8.99,26.97,Card,Jess
2025-05-03,20:16,Choco Lava Cake,3,3.49,10.47,Card,Sam
2025-05-02,21:20,Choco Lava Cake,3,3.49,10.47,Cash,Taylor
2025-05-12,12:03,Veggie Supreme,2,8.49,16.98,Online Payment,Chris
2025-05-17,15:14,Chicken Wings,1,5.99,5.99,Card,Taylor
2025-05-29,11:07,Pepperoni,2,8.99,17.98,Cash,Chris
2025-05-05,14:44,Veggie Supreme,4,8.49,33.96,Cash,Chris
2025-05-15,11:48,Tandoori Paneer,2,9.25,18.5,Cash,Chris
2025-05-12,16:29,Choco Lava Cake,1,3.49,3.49,Online Payment,Taylor
2025-05-10,17:03,BBQ Chicken,3,9.49,28.47,Cash,Sam
2025-05-10,18:43,Hawaiian,5,8.99,44.95,Online Payment,Taylor
2025-05-07,16:47,BBQ Chicken,3,9.49,28.47,Card,Jess
2025-05-23,11:54,Veggie Supreme,1,8.49,8.49,Card,Chris
2025-05-17,22:59,Hawaiian,2,8.99,17.98,Card,Jess
2025-05-18,13:46,Chicken Wings,5,5.99,29.95,Cash,Alex
2025-05-28,22:45,Chicken Wings,2,5.99,11.98,Card,Taylor
2025-05-14,11:58,Tandoori Paneer,3,9.25,27.75,Card,Taylor
2025-05-21,17:21,Hawaiian,3,8.99,26.97,Card,Sam
2025-05-11,17:34,Soft Drink,4,1.99,7.96,Online Payment,Alex
2025-05-01,19:08,Veggie Supreme,3,8.49,25.47,Cash,Jess
2025-05-29,21:54,Hawaiian,1,8.99,8.99,Online Payment,Alex
2025-05-10,13:44,BBQ Chicken,4,9.49,37.96,Card,Alex
2025-05-03,14:55,Soft Drink,3,1.99,5.97,Card,Chris
2025-05-16,19:26,Choco Lava Cake,5,3.49,17.45,Cash,Jess
2025-05-06,11:33,Tandoori Paneer,2,9.25,18.5,Card,Sam
2025-05-31,19:07,Hawaiian,3,8.99,26.97,Card,Chris
2025-05-17,10:20,Margherita,4,6.99,27.96,Cash,Jess
2025-05-21,21:49,Hawaiian,3,8.99,26.97,Cash,Sam
2025-05-13,18:51,Soft Drink,4,1.99,7.96,Cash,Sam
2025-05-23,17:47,Pepperoni,3,8.99,26.97,Cash,Sam
2025-05-12,21:04,Stuffed Crust,5,9.99,49.95,Card,Alex
2025-05-11,16:28,BBQ Chicken,5,9.49,47.45,Cash,Taylor
2025-05-28,13:57,Garlic Bread,4,4.99,19.96,Card,Taylor
2025-05-16,20:22,Veggie Supreme,2,8.49,16.98,Cash,Sam
2025-05-05,10:03,Veggie Supreme,4,8.49,33.96,Cash,Taylor
2025-05-26,20:08,Soft Drink,5,1.99,9.95,Online Payment,Alex
2025-05-13,17:37,BBQ Chicken,5,9.49,47.45,Cash,Chris
2025-05-06,19:01,Stuffed Crust,1,9.99,9.99,Cash,Sam
2025-05-31,19:53,BBQ Chicken,1,9.49,9.49,Online Payment,Jess
2025-05-31,16:31,BBQ Chicken,5,9.49,47.45,Cash,Alex
2025-05-09,11:25,Veggie Supreme,5,8.49,42.45,Card,Chris
2025-05-05,19:00,Stuffed Crust,5,9.99,49.95,Card,Taylor
2025-05-08,12:03,Margherita,5,6.99,34.95,Online Payment,Alex
2025-05-26,17:55,Chicken Wings,3,5.99,17.97,Online Payment,Sam
2025-05-05,21:26,Chicken Wings,2,5.99,11.98,Online Payment,Alex
2025-05-17,19:11,Margherita,2,6.99,13.98,Card,Taylor
2025-05-16,19:21,Chicken Wings,5,5.99,29.95,Card,Alex
2025-05-29,16:34,Soft Drink,1,1.99,1.99,Cash,Sam
2025-05-25,14:29,Margherita,1,6.99,6.99,Card,Taylor
2025-05-05,13:21,Soft Drink,3,1.99,5.97,Online Payment,Taylor
2025-05-22,13:05,Stuffed Crust,2,9.99,19.98,Card,Sam
2025-05-28,15:55,BBQ Chicken,3,9.49,28.47,Cash,Sam
2025-05-18,16:42,Pepperoni,3,8.99,26.97,Online Payment,Alex
2025-05-31,15:17,Tandoori Paneer,3,9.25,27.75,Online Payment,Chris
2025-05-24,20:13,BBQ Chicken,1,9.49,9.49,Cash,Chris
2025-05-26,16:18,Garlic Bread,1,4.99,4.99,Cash,Sam
2025-05-05,15:46,Garlic Bread,1,4.99,4.99,Card,Chris
2025-05-19,22:15,Soft Drink,5,1.99,9.95,Card,Chris
2025-05-12,12:52,Pepperoni,5,8.99,44.95,Online Payment,Sam
2025-05-19,16:44,Garlic Bread,3,4.99,14.97,Card,Chris
2025-05-02,20:40,Chicken Wings,4,5.99,23.96,Cash,Chris
2025-05-19,11:03,Cheese Burst,5,7.99,39.95,Cash,Chris
2025-05-03,22:53,Choco Lava Cake,5,3.49,17.45,Online Payment,Chris
2025-05-31,19:40,Tandoori Paneer,3,9.25,27.75,Card,Jess
2025-05-23,14:50,Chicken Wings,4,5.99,23.96,Cash,Chris
2025-05-04,12:42,Tandoori Paneer,2,9.25,18.5,Card,Alex
2025-05-17,16:11,Soft Drink,3,1.99,5.97,Cash,Sam
2025-05-09,17:07,Tandoori Paneer,1,9.25,9.25,Online Payment,Chris
2025-05-14,13:13,Garlic Bread,3,4.99,14.97,Cash,Sam
2025-05-08,10:05,Tandoori Paneer,4,9.25,37.0,Cash,Jess
2025-05-17,21:24,Cheese Burst,4,7.99,31.96,Card,Taylor
2025-05-18,15:25,Choco Lava Cake,3,3.49,10.47,Online Payment,Alex
2025-05-09,22:27,Cheese Burst,3,7.99,23.97,Online Payment,Alex
2025-05-04,16:37,Soft Drink,1,1.99,1.99,Online Payment,Chris
2025-05-15,20:37,Stuffed Crust,3,9.99,29.97,Online Payment,Taylor
2025-05-03,13:06,BBQ Chicken,4,9.49,37.96,Card,Sam
2025-05-24,15:50,Margherita,1,6.99,6.99,Card,Taylor
2025-05-20,14:08,Veggie Supreme,4,8.49,33.96,Online Payment,Alex
2025-05-10,15:18,Chicken Wings,4,5.99,23.96,Card,Alex
2025-05-18,18:11,Tandoori Paneer,4,9.25,37.0,Online Payment,Sam
2025-05-17,21:43,Tandoori Paneer,4,9.25,37.0,Card,Jess
2025-05-02,12:57,BBQ Chicken,1,9.49,9.49,Card,Chris
2025-05-14,20:00,Soft Drink,3,1.99,5.97,Cash,Sam
2025-05-15,16:27,Cheese Burst,2,7.99,15.98,Card,Chris
2025-05-23,22:02,Chicken Wings,4,5.99,23.96,Cash,Alex
2025-05-23,11:10,Pepperoni,3,8.99,26.97,Online Payment,Jess
2025-05-12,19:18,Soft Drink,4,1.99,7.96,Card,Jess
2025-05-31,16:20,Chicken Wings,1,5.99,5.99,Card,Sam
2025-05-17,17:38,Pepperoni,5,8.99,44.95,Cash,Alex
2025-05-18,19:46,Veggie Supreme,2,8.49,16.98,Card,Alex
2025-05-08,17:35,Soft Drink,1,1.99,1.99,Online Payment,Jess
2025-05-08,16:29,Choco Lava Cake,5,3.49,17.45,Cash,Alex
2025-05-26,10:49,Stuffed Crust,4,9.99,39.96,Cash,Alex
2025-05-25,21:46,Garlic Bread,1,4.99,4.99,Card,Sam
2025-05-11,19:44,BBQ Chicken,4,9.49,37.96,Cash,Sam
2025-05-11,10:04,Choco Lava Cake,5,3.49,17.45,Card,Taylor
2025-05-17,11:47,Margherita,2,6.99,13.98,Card,Sam
2025-05-28,22:52,Pepperoni,1,8.99,8.99,Card,Alex
2025-05-15,11:00,Pepperoni,4,8.99,35.96,Cash,Taylor
2025-05-21,21:00,BBQ Chicken,1,9.49,9.49,Online Payment,Sam
2025-05-14,21:11,Tandoori Paneer,5,9.25,46.25,Card,Alex
2025-05-10,12:35,Cheese Burst,4,7.99,31.96,Online Payment,Chris
2025-05-09,12:21,Choco Lava Cake,5,3.49,17.45,Card,Jess
2025-05-12,15:43,Stuffed Crust,5,9.99,49.95,Online Payment,Taylor
2025-05-24,12:50,Chicken Wings,1,5.99,5.99,Cash,Taylor
2025-05-14,13:22,Pepperoni,4,8.99,35.96,Cash,Alex
2025-05-22,14:40,Chicken Wings,2,5.99,11.98,Online Payment,Sam
2025-05-18,22:15,Margherita,3,6.99,20.97,Card,Alex
2025-05-14,14:01,Pepperoni,5,8.99,44.95,Online Payment,Sam
2025-05-26,12:08,Soft Drink,2,1.99,3.98,Card,Alex
2025-05-10,22:16,Cheese Burst,1,7.99,7.99,Online Payment,Taylor
